Name	PrecentFrequency	ApproximateNumber	Rank
HACKETT	0.007	17,409	1689
GRANGER	0.007	17,409	1690
GILLIS	0.007	17,409	1691
SCHMITZ	0.007	17,409	1692
SAPP	0.007	17,409	1693
NAPIER	0.007	17,409	1694
SOUZA	0.007	17,409	1695
LANIER	0.007	17,409	1696
GOMES	0.007	17,409	1697
WEIR	0.007	17,409	1698
OTERO	0.007	17,409	1699
LEDFORD	0.007	17,409	1700
BURROUGHS	0.007	17,409	1701
BABCOCK	0.007	17,409	1702
VENTURA	0.007	17,409	1703
SIEGEL	0.007	17,409	1704
DUGAN	0.007	17,409	1705
CLINTON	0.007	17,409	1706
CHRISTIE	0.007	17,409	1707
BLEDSOE	0.007	17,409	1708
ATWOOD	0.007	17,409	1709
WRAY	0.007	17,409	1710
VARNER	0.007	17,409	1711
SPANGLER	0.007	17,409	1712
OTTO	0.007	17,409	1713
ANAYA	0.007	17,409	1714
STALEY	0.007	17,409	1715
KRAFT	0.007	17,409	1716
FOURNIER	0.007	17,409	1717
EDDY	0.007	17,409	1718
BELANGER	0.007	17,409	1719
WOLFF	0.007	17,409	1720
THORNE	0.007	17,409	1721
BYNUM	0.007	17,409	1722
BURNETTE	0.007	17,409	1723
BOYKIN	0.007	17,409	1724
SWENSON	0.007	17,409	1725
PURVIS	0.007	17,409	1726
PINA	0.007	17,409	1727
KHAN	0.007	17,409	1728
DUVALL	0.007	17,409	1729
DARBY	0.007	17,409	1730
XIONG	0.007	17,409	1731
KAUFFMAN	0.007	17,409	1732
ALI	0.007	17,409	1733
YU	0.007	17,409	1734
HEALY	0.007	17,409	1735
ENGLE	0.007	17,409	1736
CORONA	0.007	17,409	1737
BENOIT	0.007	17,409	1738
VALLE	0.007	17,409	1739
STEINER	0.007	17,409	1740
SPICER	0.007	17,409	1741
SHAVER	0.007	17,409	1742
RANDLE	0.007	17,409	1743
LUNDY	0.007	17,409	1744
DOW	0.007	17,409	1745
CHIN	0.007	17,409	1746
CALVERT	0.007	17,409	1747
STATON	0.007	17,409	1748
NEFF	0.007	17,409	1749
KEARNEY	0.007	17,409	1750
DARDEN	0.007	17,409	1751
OAKLEY	0.007	17,409	1752
MEDEIROS	0.007	17,409	1753
MCCRACKEN	0.007	17,409	1754
CRENSHAW	0.007	17,409	1755
BLOCK	0.007	17,409	1756
BEAVER	0.007	17,409	1757
PERDUE	0.007	17,409	1758
DILL	0.007	17,409	1759
WHITTAKER	0.007	17,409	1760
TOBIN	0.007	17,409	1761
CORNELIUS	0.007	17,409	1762
WASHBURN	0.007	17,409	1763
HOGUE	0.007	17,409	1764
GOODRICH	0.007	17,409	1765
EASLEY	0.007	17,409	1766
BRAVO	0.007	17,409	1767
DENNISON	0.007	17,409	1768
VERA	0.007	17,409	1769
SHIPLEY	0.007	17,409	1770
KERNS	0.007	17,409	1771
JORGENSEN	0.007	17,409	1772
CRAIN	0.007	17,409	1773
ABEL	0.007	17,409	1774
VILLALOBOS	0.007	17,409	1775
MAURER	0.007	17,409	1776
LONGORIA	0.007	17,409	1777
KEENE	0.007	17,409	1778
COON	0.007	17,409	1779
SIERRA	0.007	17,409	1780
WITHERSPOON	0.007	17,409	1781
STAPLES	0.007	17,409	1782
PETTIT	0.007	17,409	1783
KINCAID	0.007	17,409	1784
EASON	0.007	17,409	1785
MADRID	0.007	17,409	1786
ECHOLS	0.007	17,409	1787
LUSK	0.007	17,409	1788
WU	0.007	17,409	1789
STAHL	0.007	17,409	1790
CURRIE	0.007	17,409	1791
THAYER	0.007	17,409	1792
SHULTZ	0.007	17,409	1793
SHERWOOD	0.007	17,409	1794
MCNALLY	0.007	17,409	1795
SEAY	0.007	17,409	1796
NORTH	0.007	17,409	1797
MAHER	0.007	17,409	1798
KENNY	0.007	17,409	1799
HOPE	0.007	17,409	1800
GAGNE	0.007	17,409	1801
BARROW	0.007	17,409	1802
NAVA	0.007	17,409	1803
MYLES	0.007	17,409	1804
MORELAND	0.007	17,409	1805
HONEYCUTT	0.007	17,409	1806
HEARN	0.007	17,409	1807
DIGGS	0.007	17,409	1808
CARON	0.007	17,409	1809
WHITTEN	0.007	17,409	1810
WESTBROOK	0.007	17,409	1811
STOVALL	0.007	17,409	1812
RAGLAND	0.007	17,409	1813
QUEEN	0.007	17,409	1814
MUNSON	0.007	17,409	1815
MEIER	0.007	17,409	1816
LOONEY	0.007	17,409	1817
KIMBLE	0.007	17,409	1818
JOLLY	0.007	17,409	1819
HOBSON	0.007	17,409	1820
LONDON	0.007	17,409	1821
GODDARD	0.007	17,409	1822
CULVER	0.007	17,409	1823
BURR	0.007	17,409	1824
PRESLEY	0.007	17,409	1825
NEGRON	0.007	17,409	1826
CONNELL	0.007	17,409	1827
TOVAR	0.007	17,409	1828
MARCUS	0.007	17,409	1829
HUDDLESTON	0.007	17,409	1830
HAMMER	0.007	17,409	1831
ASHBY	0.007	17,409	1832
SALTER	0.007	17,409	1833
ROOT	0.007	17,409	1834
PENDLETON	0.007	17,409	1835
OLEARY	0.007	17,409	1836
NICKERSON	0.007	17,409	1837
MYRICK	0.007	17,409	1838
JUDD	0.007	17,409	1839
JACOBSEN	0.007	17,409	1840
ELLIOT	0.007	17,409	1841
BAIN	0.007	17,409	1842
ADAIR	0.007	17,409	1843
STARNES	0.007	17,409	1844
SHELDON	0.007	17,409	1845
MATOS	0.007	17,409	1846
LIGHT	0.007	17,409	1847
BUSBY	0.007	17,409	1848
HERNDON	0.007	17,409	1849
HANLEY	0.007	17,409	1850
BELLAMY	0.007	17,409	1851
JACK	0.007	17,409	1852
DOTY	0.007	17,409	1853
BARTLEY	0.007	17,409	1854
YAZZIE	0.007	17,409	1855
ROWELL	0.007	17,409	1856
PARSON	0.007	17,409	1857
GIFFORD	0.007	17,409	1858
CULLEN	0.007	17,409	1859
CHRISTIANSEN	0.007	17,409	1860
BENAVIDES	0.007	17,409	1861
BARNHART	0.007	17,409	1862
TALBOT	0.007	17,409	1863
MOCK	0.007	17,409	1864
CRANDALL	0.007	17,409	1865
CONNORS	0.007	17,409	1866
BONDS	0.007	17,409	1867
WHITT	0.007	17,409	1868
GAGE	0.007	17,409	1869
BERGMAN	0.007	17,409	1870
ARREDONDO	0.007	17,409	1871
ADDISON	0.007	17,409	1872
MARION	0.007	17,409	1873
LUJAN	0.007	17,409	1874
DOWDY	0.007	17,409	1875
JERNIGAN	0.007	17,409	1876
HUYNH	0.007	17,409	1877
BOUCHARD	0.007	17,409	1878
DUTTON	0.007	17,409	1879
RHOADES	0.007	17,409	1880
OUELLETTE	0.007	17,409	1881
KISER	0.007	17,409	1882
RUBIN	0.007	17,409	1883
HERRINGTON	0.007	17,409	1884
HARE	0.007	17,409	1885
DENNY	0.007	17,409	1886
BLACKMAN	0.007	17,409	1887
BABB	0.007	17,409	1888
ALLRED	0.007	17,409	1889
RUDD	0.007	17,409	1890
PAULSON	0.007	17,409	1891
OGDEN	0.007	17,409	1892
KOENIG	0.007	17,409	1893
JACOB	0.007	17,409	1894
IRVING	0.007	17,409	1895
GEIGER	0.007	17,409	1896
BEGAY	0.007	17,409	1897
PARRA	0.007	17,409	1898
CHAMPION	0.007	17,409	1899
LASSITER	0.007	17,409	1900
HAWK	0.007	17,409	1901
ESPOSITO	0.007	17,409	1902
CHO	0.007	17,409	1903
WALDRON	0.007	17,409	1904
VERNON	0.007	17,409	1905
RANSOM	0.007	17,409	1906
PRATHER	0.007	17,409	1907
KEENAN	0.007	17,409	1908
JEAN	0.007	17,409	1909
GROVER	0.007	17,409	1910
CHACON	0.007	17,409	1911
VICK	0.007	17,409	1912
SANDS	0.007	17,409	1913
ROARK	0.007	17,409	1914
PARR	0.007	17,409	1915
MAYBERRY	0.007	17,409	1916
GREENBERG	0.007	17,409	1917
COLEY	0.007	17,409	1918
BRUNER	0.007	17,409	1919
WHITMAN	0.007	17,409	1920
SKAGGS	0.007	17,409	1921
SHIPMAN	0.007	17,409	1922
MEANS	0.007	17,409	1923
LEARY	0.007	17,409	1924
HUTTON	0.007	17,409	1925
ROMO	0.007	17,409	1926
MEDRANO	0.007	17,409	1927
LADD	0.007	17,409	1928
KRUSE	0.007	17,409	1929
FRIEND	0.007	17,409	1930
DARLING	0.007	17,409	1931
ASKEW	0.007	17,409	1932
VALENTIN	0.007	17,409	1933
SCHULZ	0.007	17,409	1934
ALFARO	0.007	17,409	1935
TABOR	0.007	17,409	1936
MOHR	0.007	17,409	1937
GALLO	0.007	17,409	1938
BERMUDEZ	0.007	17,409	1939
PEREIRA	0.007	17,409	1940
ISAAC	0.007	17,409	1941
BLISS	0.007	17,409	1942
REAVES	0.006	14,922	1943
FLINT	0.006	14,922	1944
COMER	0.006	14,922	1945
BOSTON	0.006	14,922	1946
WOODALL	0.006	14,922	1947
NAQUIN	0.006	14,922	1948
GUEVARA	0.006	14,922	1949
EARL	0.006	14,922	1950
DELONG	0.006	14,922	1951
CARRIER	0.006	14,922	1952
PICKENS	0.006	14,922	1953
BRAND	0.006	14,922	1954
TILLEY	0.006	14,922	1955
SCHAFFER	0.006	14,922	1956
READ	0.006	14,922	1957
LIM	0.006	14,922	1958
KNUTSON	0.006	14,922	1959
FENTON	0.006	14,922	1960
DORAN	0.006	14,922	1961
CHU	0.006	14,922	1962
VOGT	0.006	14,922	1963
VANN	0.006	14,922	1964
PRESCOTT	0.006	14,922	1965
MCLAIN	0.006	14,922	1966
LANDIS	0.006	14,922	1967
CORCORAN	0.006	14,922	1968
AMBROSE	0.006	14,922	1969
ZAPATA	0.006	14,922	1970
HYATT	0.006	14,922	1971
HEMPHILL	0.006	14,922	1972
FAULK	0.006	14,922	1973
CALL	0.006	14,922	1974
DOVE	0.006	14,922	1975
BOUDREAUX	0.006	14,922	1976
ARAGON	0.006	14,922	1977
WHITLOCK	0.006	14,922	1978
TREJO	0.006	14,922	1979
TACKETT	0.006	14,922	1980
SHEARER	0.006	14,922	1981
SALDANA	0.006	14,922	1982
HANKS	0.006	14,922	1983
GOLD	0.006	14,922	1984
DRIVER	0.006	14,922	1985
MCKINNON	0.006	14,922	1986
KOEHLER	0.006	14,922	1987
CHAMPAGNE	0.006	14,922	1988
BOURGEOIS	0.006	14,922	1989
POOL	0.006	14,922	1990
KEYES	0.006	14,922	1991
GOODSON	0.006	14,922	1992
FOOTE	0.006	14,922	1993
EARLY	0.006	14,922	1994
LUNSFORD	0.006	14,922	1995
GOLDSMITH	0.006	14,922	1996
FLOOD	0.006	14,922	1997
WINSLOW	0.006	14,922	1998
SAMS	0.006	14,922	1999
REAGAN	0.006	14,922	2000
